""	"Gene"	"GSM6160812"	"GSM6160813"	"GSM6160814"	"GSM6160821"	"GSM6160822"	"GSM6160823"
"7659"	"IFT57"	1427	1375	1314	1429	1349	1372
"7660"	"HHLA2"	26	21	10	37	31	36
"7661"	"MYH15"	34	21	24	41	30	45
"7662"	"CIP2A"	2190	2109	2015	1760	1837	1982
"7663"	"DZIP3"	1371	1398	1209	967	1084	998
"7664"	"LOC105374033"	0	0	0	0	0	0
"7665"	"LOC105374034"	0	0	0	0	0	0
"7666"	"RETNLB"	0	0	0	2	0	0
"7667"	"TRAT1"	0	0	0	0	0	0
"7668"	"GUCA1C"	0	0	0	0	0	0
"7669"	"MORC1"	0	0	0	0	0	0
"7670"	"MORC1-AS1"	0	0	0	0	0	0
"7671"	"C3orf85"	0	0	0	4	0	0
"7672"	"LINC00488"	81	85	82	68	73	69
"7673"	"DPPA2"	0	0	4	4	0	2
"7674"	"DPPA4"	0	0	0	0	0	0
"7675"	"LINC01205"	0	0	0	0	0	0
"7676"	"MIR4445"	0	0	0	0	0	0
"7677"	"LOC105377811"	0	0	0	0	0	0
"7678"	"LOC105374036"	0	0	0	0	0	0
"7679"	"LOC105374037"	0	0	0	0	0	0
"7680"	"LOC151760"	2	5	5	11	9	2
"7681"	"NECTIN3-AS1"	6	8	7	2	8	16
"7682"	"NECTIN3"	3475	3103	2821	3918	4172	4355
"7683"	"LOC105374038"	0	0	0	0	1	0
"7684"	"LOC105374039"	0	0	0	0	0	0
"7685"	"CD96"	1	0	0	0	1	1
"7686"	"ZBED2"	14	8	10	20	20	12
"7687"	"PLCXD2"	84	91	49	224	204	237
"7688"	"PLCXD2-AS1"	8	3	5	12	15	12
"7689"	"PHLDB2"	3668	3375	3092	4014	4206	4443
"7690"	"LOC107984087"	0	0	1	0	0	0
"7691"	"LOC105374040"	1	2	2	2	3	5
"7692"	"ABHD10"	1724	1676	1596	1524	1585	1714
"7693"	"TAGLN3"	0	0	0	0	0	0
"7694"	"TMPRSS7"	8	11	7	9	7	4
"7695"	"C3orf52"	340	279	276	954	991	956
"7696"	"MIR567"	0	1	0	0	0	2
"7697"	"GCSAM"	46	40	40	81	87	88
"7698"	"TBILA"	15	10	12	33	45	27
"7699"	"SLC9C1"	2	1	2	8	9	4
"7700"	"LOC105374042"	0	0	0	0	0	0
"7701"	"CD200"	0	0	0	0	0	0
"7702"	"LOC105374041"	0	0	0	0	0	0
"7703"	"LOC112268446"	0	0	0	0	0	0
"7704"	"BTLA"	6	4	5	0	2	0
"7705"	"ATG3"	2431	2487	2574	2070	2184	2369
"7706"	"SLC35A5"	2487	2403	2452	1852	2019	2066
"7707"	"LOC112268447"	125	137	143	218	188	215
"7708"	"LINC01279"	113	128	131	204	173	198
"7709"	"CCDC80"	1896	1734	1721	2935	2816	2947
"7710"	"LINC02042"	0	0	0	0	0	0
"7711"	"MIR9900"	0	0	0	0	0	0
"7712"	"CD200R1L-AS1"	0	0	1	0	0	0
"7713"	"CD200R1L"	0	2	1	3	0	2
"7714"	"CD200R1"	0	2	2	2	0	2
"7715"	"GTPBP8"	691	659	661	690	664	676
"7716"	"NEPRO"	2447	2267	2291	2174	2424	2448
"7717"	"NEPRO-AS1"	74	56	66	97	82	85
"7718"	"LOC107986113"	17	21	13	8	11	11
"7719"	"LINC02044"	2	3	3	0	2	2
"7720"	"LOC102723430"	0	0	0	0	0	0
"7721"	"BOC"	427	424	394	404	315	402
"7722"	"CFAP44"	430	368	370	461	464	509
"7723"	"CFAP44-AS1"	7	5	7	8	7	7
"7724"	"MIR8076"	0	0	0	0	0	1
"7725"	"SPICE1"	824	774	719	1414	1515	1571
"7726"	"SIDT1"	465	382	489	920	927	922
"7727"	"MIR4446"	0	0	0	0	0	0
"7728"	"USF3"	893	784	671	792	934	963
"7729"	"NAA50"	9241	8636	8101	7844	8085	8708
"7730"	"ATP6V1A"	3466	3374	3235	2807	3070	3037
"7731"	"GRAMD1C"	29	10	24	18	12	16
"7732"	"ZDHHC23"	593	594	638	536	589	615
"7733"	"CCDC191"	365	273	325	267	333	325
"7734"	"LOC105374048"	2	2	1	1	0	0
"7735"	"QTRT2"	1683	1612	1519	1863	1924	2016
"7736"	"DRD3"	0	0	0	0	0	0
"7737"	"LOC107986115"	0	0	0	0	0	0
"7738"	"ZNF80"	0	0	0	0	0	0
"7739"	"TIGIT"	652	587	574	722	715	812
"7740"	"ZBTB20"	1001	854	854	1100	1053	1140
"7741"	"MIR568"	10	11	7	9	8	9
"7742"	"ZBTB20-AS1"	6	4	3	2	6	3
"7743"	"ZBTB20-AS5"	0	0	2	0	0	0
"7744"	"MIR4796"	0	1	0	0	0	0
"7745"	"ZBTB20-AS3"	0	0	1	0	0	0
"7746"	"ZBTB20-AS4"	0	0	0	0	4	0
"7747"	"LOC101926886"	0	7	1	5	4	0
"7748"	"LOC105374051"	0	0	0	0	0	0
"7749"	"GAP43"	2	0	0	0	0	0
"7750"	"LSAMP"	58	46	61	85	84	90
"7751"	"LOC105374053"	0	0	0	0	0	0
"7752"	"SNORD155"	0	0	0	0	0	0
"7753"	"LOC107986116"	0	0	0	0	0	0
"7754"	"LOC105374052"	0	0	0	0	0	0
"7755"	"LSAMP-AS1"	0	0	0	0	0	0
"7756"	"LINC00903"	0	0	0	0	0	0
"7757"	"TUSC7"	0	0	0	0	0	0
"7758"	"MIR4447"	0	0	0	0	0	0
"7759"	"LINC00901"	0	0	0	0	0	0
"7760"	"LOC105374054"	0	0	0	0	0	0
"7761"	"LOC105374056"	0	3	0	2	0	0
"7762"	"LINC02024"	0	2	0	0	0	0
"7763"	"LOC107986022"	0	1	1	3	4	3
"7764"	"LOC101926953"	0	0	0	0	0	0
"7765"	"LOC105374058"	0	0	0	0	0	0
"7766"	"LOC105374060"	0	0	0	0	0	0
"7767"	"LOC101926968"	0	0	0	0	0	0
"7768"	"LOC107983969"	0	0	1	0	0	0
"7769"	"LOC105374059"	0	0	0	0	0	0
"7770"	"IGSF11"	408	402	397	174	161	200
"7771"	"IGSF11-AS1"	3	0	0	2	0	0
"7772"	"TEX55"	0	0	2	0	0	0
"7773"	"UPK1B"	113	101	119	161	138	166
"7774"	"B4GALT4"	3481	3478	3581	2862	3089	3217
"7775"	"B4GALT4-AS1"	216	212	209	176	178	228
"7776"	"ARHGAP31"	386	356	293	1030	1069	997
"7777"	"ARHGAP31-AS1"	5	18	10	5	10	12
"7778"	"TMEM39A"	719	701	728	957	1151	1092
"7779"	"POGLUT1"	781	824	707	604	672	682
"7780"	"TIMMDC1"	2857	2892	2905	2445	2546	2521
"7781"	"CD80"	3	2	0	2	6	2
"7782"	"LOC107986118"	0	0	0	0	0	0
"7783"	"ADPRH"	244	226	233	177	216	206
"7784"	"PLA1A"	42	54	39	63	54	55
"7785"	"LOC105374062"	0	0	0	0	0	2
"7786"	"POPDC2"	12	9	10	9	8	9
"7787"	"LOC105374063"	10	15	17	5	14	6
"7788"	"COX17"	1465	1431	1392	1536	1332	1552
"7789"	"LOC105374064"	0	0	0	0	0	0
"7790"	"CFAP91"	10	23	11	12	18	6
"7791"	"NR1I2"	3	0	8	5	10	2
"7792"	"GSK3B"	3697	3618	3417	3525	3650	3706
"7793"	"MIR6529"	0	0	0	0	0	0
"7794"	"GSK3B-DT"	70	46	36	54	60	49
"7795"	"LOC105374065"	0	0	1	3	0	1
"7796"	"GPR156"	16	13	12	23	18	23
"7797"	"LRRC58"	5448	4915	4636	4542	4957	5111
"7798"	"LRRC58-DT"	37	34	22	100	94	99
"7799"	"FSTL1"	2179	2088	2038	5912	6092	6439
"7800"	"MIR198"	79	71	72	189	225	221
"7801"	"LOC107986121"	0	0	0	0	0	6
"7802"	"NDUFB4"	3831	3684	4012	3783	3327	3867
"7803"	"HGD"	2902	2962	2966	1854	1803	1785
"7804"	"RABL3"	2038	2034	1918	1807	1746	1754
"7805"	"GTF2E1"	780	769	855	868	918	912
"7806"	"LINC02049"	0	0	0	0	0	0
"7807"	"LOC105374069"	0	0	0	0	0	0
"7808"	"STXBP5L"	6	12	3	0	0	0
"7809"	"MIR5682"	0	0	0	0	0	0
"7810"	"POLQ"	1625	1448	1388	1039	1344	1344
"7811"	"ARGFX"	0	0	0	0	0	0
"7812"	"FBXO40"	0	0	0	0	0	0
"7813"	"HCLS1"	10	11	11	2	2	3
"7814"	"GOLGB1"	5962	5022	4530	4418	4826	4978
"7815"	"IQCB1"	719	765	699	583	618	659
"7816"	"EAF2"	99	93	51	48	82	42
"7817"	"SLC15A2"	17	33	12	7	2	4
"7818"	"ILDR1"	0	0	0	0	4	0
"7819"	"LOC101927010"	0	0	0	0	0	0
"7820"	"CD86"	0	0	0	0	0	0
"7821"	"CASR"	0	0	0	0	0	0
"7822"	"CSTA"	14	19	14	4	10	10
"7823"	"MIX23"	660	646	667	639	563	556
"7824"	"FAM162A"	1025	1095	1009	1076	955	1047
"7825"	"WDR5B"	457	437	474	404	372	383
"7826"	"WDR5B-DT"	12	10	16	11	6	9
"7827"	"KPNA1"	4659	4556	4507	4958	5126	5078
"7828"	"LOC107984000"	0	0	0	0	2	0
"7829"	"LOC105374071"	92	98	101	94	74	93
"7830"	"PARP9"	1137	1143	1161	918	863	926
"7831"	"DTX3L"	1646	1488	1471	1442	1456	1567
"7832"	"PARP15"	2	0	5	0	6	0
"7833"	"PARP14"	2981	2495	2417	2757	2762	2947
"7834"	"HSPBAP1"	233	251	288	259	311	371
"7835"	"SLC49A4"	1427	1297	1351	1844	1948	1823
"7836"	"LINC02035"	246	233	215	330	346	320
"7837"	"SEMA5B"	0	0	2	2	5	4
"7838"	"LOC112268448"	0	0	0	0	0	0
"7839"	"PDIA5"	663	712	674	700	741	724
"7840"	"MIR7110"	3	4	3	4	1	7
"7841"	"SEC22A"	734	820	639	688	701	687
"7842"	"ADCY5"	44	21	27	48	63	35
"7843"	"HACD2"	7095	6660	6437	7890	8517	8686
"7844"	"MYLK-AS1"	115	81	91	78	78	66
"7845"	"MYLK"	3009	2774	2666	2106	2198	2077
"7846"	"MYLK-AS2"	1	0	0	1	4	0
"7847"	"LOC105369194"	60	60	57	54	48	59
"7848"	"CCDC14"	2239	2046	2133	1405	1718	1668
"7849"	"ROPN1"	0	0	0	0	0	0
"7850"	"KALRN"	99	75	89	75	75	81
"7851"	"MIR5002"	0	0	0	0	0	0
"7852"	"LOC105374077"	0	0	0	0	0	0
"7853"	"MIR6083"	0	0	0	0	0	0
"7854"	"LOC107986123"	0	0	0	0	0	0
"7855"	"LOC105374076"	0	0	0	0	0	0
"7856"	"UMPS"	1977	2025	2008	1638	1768	1835
"7857"	"MIR544B"	0	0	0	0	1	1
"7858"	"ITGB5"	13558	13796	13577	15068	15121	14893
"7859"	"MUC13"	3874	3806	3960	1345	1252	1338
"7860"	"HEG1"	1484	1232	1180	1752	1854	1770
"7861"	"SLC12A8"	53	52	50	73	49	52
"7862"	"MIR5092"	0	0	0	0	0	0
"7863"	"ZNF148"	1900	1729	1645	1746	1826	1815
"7864"	"LOC105374080"	6	5	4	0	0	0
"7865"	"LOC105374081"	0	0	0	0	0	0
"7866"	"SNX4"	1357	1465	1298	1218	1316	1375
"7867"	"OSBPL11"	1277	1225	1187	1140	1307	1223
"7868"	"LOC105374312"	0	0	0	1	1	0
"7869"	"MIR548I1"	0	0	0	0	0	0
"7870"	"LINC02614"	7	2	2	1	0	3
"7871"	"LOC102723696"	5	10	4	7	6	4
"7872"	"FAM86JP"	245	279	242	138	180	170
"7873"	"ALG1L1P"	56	60	55	49	58	45
"7874"	"ROPN1B"	1	0	1	0	0	2
"7875"	"SLC41A3"	1027	1145	1123	1087	1199	1087
"7876"	"LOC105374085"	15	24	26	26	24	22
"7877"	"SLC41A3-AS1"	2	0	0	2	2	2
"7878"	"ALDH1L1"	29	18	21	9	17	22
"7879"	"ALDH1L1-AS1"	1	0	1	0	1	2
"7880"	"LOC105374083"	0	0	0	0	0	0
"7881"	"ALDH1L1-AS2"	1	0	0	2	1	1
"7882"	"LOC107986124"	0	0	0	1	2	0
"7883"	"KLF15"	0	6	0	1	3	0
"7884"	"LOC105374088"	0	0	0	0	0	0
"7885"	"LOC107986044"	0	0	0	0	0	0
"7886"	"CFAP100-DT"	0	0	0	0	0	0
"7887"	"CFAP100"	1	2	0	0	0	0
"7888"	"ZXDC"	868	929	886	993	997	1103
"7889"	"UROC1"	0	0	1	0	0	0
"7890"	"CHST13"	87	100	79	91	66	90
"7891"	"C3orf22"	0	0	4	1	2	0
"7892"	"LOC105374090"	5	11	4	0	6	12
"7893"	"TXNRD3"	272	275	291	258	266	319
"7894"	"NUP210P1"	0	0	0	0	0	0
"7895"	"CHCHD6"	321	399	446	379	386	360
"7896"	"PLXNA1"	2523	2526	2292	2899	3077	2823
"7897"	"PRR23E"	0	0	0	0	0	0
"7898"	"PRR20G"	2	0	2	0	2	0
"7899"	"LINC02016"	0	0	0	0	0	0
"7900"	"LOC105374094"	0	0	0	0	0	0
"7901"	"LINC01471"	0	0	0	0	0	0
"7902"	"LINC02034"	0	0	0	0	0	0
"7903"	"TPRA1"	1000	1136	1047	1138	1313	1250
"7904"	"MIR6825"	1	0	0	0	1	0
"7905"	"MIR7976"	0	0	0	0	0	0
"7906"	"MCM2"	3647	3591	3614	2950	3185	3010
"7907"	"LOC107986126"	738	775	777	610	638	534
"7908"	"PODXL2"	751	934	830	824	975	826
"7909"	"ABTB1"	652	658	634	677	690	606
"7910"	"MGLL"	5100	5177	5181	5686	5543	5206
"7911"	"LOC107986127"	130	147	146	112	105	83
"7912"	"LOC107986129"	0	0	0	0	0	0
"7913"	"LOC105374096"	0	0	3	0	0	0
"7914"	"KBTBD12"	0	0	0	0	0	0
"7915"	"LOC102723759"	0	1	3	2	4	0
"7916"	"SEC61A1"	9547	9542	9314	9884	10126	9797
"7917"	"RUVBL1"	3970	3876	4006	3782	3828	3895
"7918"	"RUVBL1-AS1"	0	3	0	0	1	0
"7919"	"EEFSEC"	621	590	697	598	587	610
"7920"	"DNAJB8"	0	0	0	0	0	0
"7921"	"DNAJB8-AS1"	0	0	0	0	0	0
"7922"	"GATA2"	155	197	189	213	226	173
"7923"	"GATA2-AS1"	65	60	52	38	65	44
"7924"	"LOC90246"	10	10	10	4	1	6
"7925"	"LINC01565"	0	0	0	0	0	0
"7926"	"RPN1"	8432	8158	8265	7961	8329	8517
"7927"	"RAB7A"	7417	7550	7757	8022	7747	7592
"7928"	"MIR12124"	0	0	0	0	0	0
"7929"	"IFT122P3"	28	23	25	15	19	18
"7930"	"ACAD9"	1041	1009	1171	996	1184	1093
"7931"	"CFAP92"	261	233	308	260	253	245
"7932"	"EFCC1"	1	0	3	0	0	0
"7933"	"GP9"	0	0	0	0	0	0
"7934"	"ISY1-RAB43"	623	644	616	720	709	746
"7935"	"RAB43"	325	328	318	419	426	433
"7936"	"ISY1"	643	642	618	642	618	630
"7937"	"CNBP"	8445	8856	8625	8514	9345	9396
"7938"	"LOC105374101"	8	19	17	25	17	15
"7939"	"LOC105374102"	0	0	0	0	0	0
"7940"	"COPG1"	5431	5307	5154	5964	6006	5836
"7941"	"MIR6826"	2	0	1	1	0	0
"7942"	"HMCES"	1726	1800	1738	1545	1658	1647
"7943"	"H1-10"	4413	4909	4830	4209	4351	4019
"7944"	"H1-10-AS1"	134	127	116	126	107	95
"7945"	"RPL32P3"	165	136	179	190	168	147
"7946"	"SNORA7B"	5	10	5	8	3	4
"7947"	"EFCAB12"	57	100	58	81	70	108
"7948"	"MBD4"	1643	1580	1621	1773	1804	1933
"7949"	"IFT122"	1203	1326	1191	1238	1319	1285
"7950"	"RHO"	0	0	0	2	0	0
"7951"	"H1-8"	2	10	12	4	18	2
"7952"	"PLXND1"	3783	3635	3727	3689	3660	3543
"7953"	"TMCC1"	2357	2185	2163	2870	2801	3007
"7954"	"TMCC1-DT"	182	157	139	108	74	110
"7955"	"TRH"	0	0	0	0	0	0
"7956"	"ALG1L2"	12	12	5	6	11	6
"7957"	"LINC02014"	5	2	5	5	3	4
"7958"	"FAM86HP"	58	67	64	35	33	32
"7959"	"LINC02021"	6	8	5	0	2	0
"7960"	"LOC105374103"	0	0	0	0	0	0
"7961"	"LOC107986131"	0	0	0	0	0	0
"7962"	"LOC107986133"	0	0	0	0	0	0
"7963"	"COL6A4P2"	0	0	0	0	0	0
"7964"	"LOC105374106"	0	0	0	0	0	0
"7965"	"COL6A5"	0	0	0	0	0	0
"7966"	"COL6A6"	3	5	1	0	0	1
"7967"	"PIK3R4"	1522	1361	1341	1301	1406	1399
"7968"	"LOC107986023"	0	2	0	3	1	4
"7969"	"LOC105374107"	0	0	0	0	0	0
"7970"	"LOC105374108"	0	0	0	0	0	0
"7971"	"ATP2C1"	4053	4025	3604	3422	3739	3951
"7972"	"ASTE1"	310	325	274	303	272	321
"7973"	"NEK11"	305	266	242	223	237	277
"7974"	"LOC107986024"	0	2	0	0	0	0
"7975"	"NUDT16-DT"	2	6	3	7	7	0
"7976"	"NUDT16L2P"	38	48	30	45	29	38
"7977"	"NUDT16"	1732	1587	1449	1031	1026	1172
"7978"	"LOC107986025"	2	2	6	2	0	2
"7979"	"LOC105374110"	0	0	0	0	0	0
"7980"	"MRPL3"	3866	4012	4094	3632	3780	3862
"7981"	"SNORA58"	5	1	0	0	4	9
"7982"	"LOC105374114"	256	244	253	250	210	229
"7983"	"CPNE4"	101	128	117	110	107	92
"7984"	"LOC105374113"	0	0	2	0	0	0
"7985"	"MIR5704"	0	0	0	0	0	0
"7986"	"LOC105374111"	0	0	0	0	0	0
"7987"	"TRC-GCA6-1"	0	0	0	0	0	0
"7988"	"TRC-GCA9-1"	0	0	0	0	0	0
"7989"	"ACP3"	8	22	20	2	0	6
"7990"	"DNAJC13"	3427	3104	2946	2355	2649	2828
"7991"	"NPHP3-ACAD11"	496	475	467	451	506	556
"7992"	"ACAD11"	256	257	247	217	218	266
"7993"	"ACKR4"	0	5	4	3	2	1
"7994"	"UBA5"	1452	1427	1315	1245	1359	1368
"7995"	"NPHP3"	425	400	371	414	526	480
"7996"	"NPHP3-AS1"	9	11	13	17	16	12
"7997"	"LOC105374115"	0	0	0	0	0	0
"7998"	"TMEM108"	0	0	2	0	0	0
"7999"	"TMEM108-AS1"	2	0	0	0	1	0
"8000"	"LOC101927432"	0	0	0	0	0	0
"8001"	"BFSP2"	0	0	0	2	0	0
"8002"	"BFSP2-AS1"	0	0	0	0	0	0
"8003"	"CDV3"	6588	6240	6276	5958	6597	6166
"8004"	"TOPBP1"	3737	3632	3788	3244	3512	3564
"8005"	"TF"	15	12	19	19	25	8
"8006"	"SRPRB"	2118	2184	2258	1740	1768	1851
"8007"	"LOC105374116"	0	0	0	0	0	0
"8008"	"RAB6B"	72	66	63	39	45	21
"8009"	"C3orf36"	0	0	0	0	0	0
"8010"	"SLCO2A1"	2	2	0	2	2	4
"8011"	"LINC02000"	0	0	0	0	0	0
"8012"	"LOC105374117"	6	3	0	0	6	1
"8013"	"RYK"	1592	1538	1579	1592	1620	1770
"8014"	"LINC02004"	2	0	0	0	0	4
"8015"	"LOC105374118"	38	42	38	22	22	27
"8016"	"AMOTL2"	3587	3768	3692	4950	5263	5002
"8017"	"MIR6827"	1	0	0	1	1	0
"8018"	"MIR4788"	0	0	0	0	0	0
"8019"	"ANAPC13"	2617	2569	2609	2182	2200	2420
"8020"	"CEP63"	897	887	800	887	878	922
"8021"	"EPHB1"	5	1	1	7	4	8
"8022"	"KY"	6	6	5	9	10	6
"8023"	"LOC105374121"	0	0	0	0	0	0
"8024"	"LOC105374120"	0	0	0	0	0	0
"8025"	"LOC102724019"	0	0	0	0	0	0
"8026"	"LOC105374122"	4	4	9	4	7	0
"8027"	"LOC105374123"	1	0	0	0	0	0
"8028"	"LOC105374124"	0	0	0	0	0	0
"8029"	"PPP2R3A"	401	436	375	610	614	614
"8030"	"LOC107986135"	3	1	2	0	4	5
"8031"	"MSL2"	630	616	669	834	764	863
"8032"	"PCCB"	1892	1939	2020	1806	1948	1736
"8033"	"STAG1"	2448	2228	2003	2110	2247	2493
"8034"	"SLC35G2"	790	947	795	1155	1092	1087
"8035"	"NCK1-DT"	51	60	61	34	43	40
"8036"	"NCK1"	958	974	923	733	811	747
"8037"	"IL20RB-AS1"	196	213	223	174	165	176
"8038"	"IL20RB"	34	47	49	37	36	18
"8039"	"LOC105374126"	0	0	0	0	0	0
"8040"	"SOX14"	0	0	0	0	0	0
"8041"	"LINC01210"	0	0	0	0	0	0
"8042"	"CLDN18"	6	1	4	10	19	11
"8043"	"LOC105374127"	2	2	0	10	7	16
"8044"	"LOC105374128"	12	10	16	39	54	34
"8045"	"DZIP1L"	205	226	198	726	686	636
"8046"	"A4GNT"	30	19	15	56	59	49
"8047"	"DBR1"	753	680	642	731	765	748
"8048"	"ARMC8"	1069	1016	942	1022	1099	1221
"8049"	"NME9"	70	84	98	61	87	102
"8050"	"MRAS"	478	417	445	887	967	934
"8051"	"LOC105374129"	2	0	0	0	2	0
"8052"	"ESYT3"	90	64	64	76	54	89
"8053"	"CEP70"	494	482	460	393	455	399
"8054"	"FAIM"	657	722	761	758	870	824
"8055"	"PIK3CB"	2347	2230	2113	2504	2658	2734
"8056"	"LINC01391"	7	20	3	8	0	2
"8057"	"FOXL2"	171	159	173	173	157	130
"8058"	"FOXL2NB"	67	58	60	58	38	40
"8059"	"PRR23A"	0	1	0	0	0	0
"8060"	"PRR23B"	0	0	0	0	0	0
"8061"	"PRR23C"	0	0	0	0	0	0
"8062"	"BPESC1"	0	0	0	0	0	0
"8063"	"PISRT1"	0	0	0	0	0	0
"8064"	"MRPS22"	1362	1141	1202	1263	1215	1363
"8065"	"COPB2"	5935	5857	5702	5410	5639	6023
"8066"	"COPB2-DT"	56	68	70	66	60	31
"8067"	"RBP2"	0	0	0	3	0	3
"8068"	"RBP1"	24	16	23	64	49	39
"8069"	"NMNAT3"	60	69	56	70	74	95
"8070"	"CLSTN2"	24	35	28	75	95	62
"8071"	"LOC105374132"	0	0	0	2	0	0
"8072"	"CLSTN2-AS1"	2	0	0	0	0	0
"8073"	"LOC102724068"	0	0	0	0	2	0
"8074"	"TRIM42"	0	0	0	0	0	0
"8075"	"SLC25A36"	1637	1575	1487	1561	1656	1633
"8076"	"SPSB4"	0	0	1	7	16	10
"8077"	"PXYLP1"	368	379	355	371	317	338
"8078"	"ZBTB38"	9101	8355	7950	12887	12826	13055
"8079"	"RASA2"	754	723	677	1224	1343	1209
"8080"	"LINC02618"	0	1	0	0	0	0
"8081"	"RNF7"	1875	1866	1909	1883	1841	1869
"8082"	"GRK7"	4	1	0	3	8	3
"8083"	"LOC105374134"	0	0	0	0	0	0
"8084"	"ATP1B3"	5111	5332	5180	4675	4600	4780
"8085"	"TFDP2"	1773	1627	1415	1665	1760	1793
"8086"	"GK5"	1045	977	928	996	993	998
"8087"	"XRN1"	1337	1152	1015	1207	1393	1361
"8088"	"ATR"	2328	1998	1839	1695	1806	1861
"8089"	"PLS1"	4685	4698	4416	2668	2970	2964
"8090"	"LOC105374136"	0	2	0	2	0	0
"8091"	"TRPC1"	668	602	607	655	723	733
"8092"	"PCOLCE2"	734	703	741	792	795	712
"8093"	"LOC100507389"	0	0	0	0	0	0
"8094"	"PAQR9"	181	160	149	176	198	165
"8095"	"PAQR9-AS1"	16	18	24	17	26	10
"8096"	"LOC100289361"	28	40	42	40	29	19
"8097"	"U2SURP"	6801	6440	6116	5712	5763	6041
"8098"	"LOC105374138"	0	0	0	0	0	0
"8099"	"CHST2"	23	21	20	32	31	23
"8100"	"LOC105374137"	0	0	0	0	1	0
"8101"	"SLC9A9"	28	32	32	22	26	17
"8102"	"SLC9A9-AS1"	0	0	0	0	0	0
"8103"	"LOC102724120"	0	0	0	0	0	0
"8104"	"DIPK2A"	1007	953	952	968	1184	1062
"8105"	"LOC105374140"	2	0	2	4	0	0
"8106"	"LOC105374139"	0	0	0	0	0	0
"8107"	"LOC105374141"	0	0	0	0	0	0
"8108"	"LOC105374142"	0	0	0	0	1	0
"8109"	"LOC105374143"	0	0	0	0	0	0
"8110"	"LOC105374144"	0	0	0	0	0	0
"8111"	"LOC107986138"	0	2	0	0	0	0
"8112"	"LNCSRLR"	18	15	18	8	36	14
"8113"	"PLOD2"	14836	13729	13730	21701	24162	24689
"8114"	"LOC105374145"	24	15	16	13	32	16
"8115"	"PLSCR4"	960	1055	941	694	795	751
"8116"	"PLSCR2"	9	6	6	17	7	8
"8117"	"PLSCR1"	2056	1920	1867	2471	2361	2366
"8118"	"PLSCR5"	0	0	0	0	0	0
"8119"	"LINC02010"	0	0	0	0	0	0
"8120"	"LOC112268449"	0	0	0	0	0	0
"8121"	"ZIC4"	0	0	0	0	0	0
"8122"	"ZIC1"	2	2	0	0	0	0
"8123"	"LOC440982"	0	0	0	0	0	0
"8124"	"LOC102724145"	0	0	0	0	0	0
"8125"	"LINC02032"	0	0	0	0	0	0
"8126"	"LINC02045"	0	0	0	0	0	0
"8127"	"LINC02046"	0	0	0	0	0	0
"8128"	"LOC105374148"	0	0	0	0	0	0
"8129"	"LOC105374147"	0	0	0	0	0	0
"8130"	"LOC105374150"	0	0	0	0	0	0
"8131"	"AGTR1"	136	137	128	93	94	100
"8132"	"CPB1"	0	0	0	0	0	0
"8133"	"CPA3"	0	0	0	0	0	0
"8134"	"LOC107986045"	0	0	0	0	0	0
"8135"	"GYG1"	1916	1876	1842	1558	1585	1606
"8136"	"HLTF"	4931	4492	4156	3819	4089	4382
"8137"	"HLTF-AS1"	48	65	44	61	53	47
"8138"	"HPS3"	3582	3296	3326	2396	2455	2425
"8139"	"CP"	3164	2883	2850	1936	1882	1915
"8140"	"LOC101927942"	0	0	2	0	0	1
"8141"	"LOC107986140"	11	9	13	19	14	14
"8142"	"TM4SF18"	5506	5378	5150	3968	4298	4195
"8143"	"TM4SF1"	37420	36483	36100	34142	32414	35651
"8144"	"TM4SF1-AS1"	50	46	63	14	26	32
"8145"	"LOC105374151"	1	5	3	5	3	0
"8146"	"TM4SF4"	3385	3258	3601	5174	5422	5345
"8147"	"WWTR1"	18052	17007	16770	16993	17207	17395
"8148"	"WWTR1-AS1"	55	47	61	29	44	35
"8149"	"COMMD2"	1645	1630	1667	1533	1468	1627
"8150"	"ANKUB1"	0	2	2	0	0	0
"8151"	"RNF13"	3501	3442	3534	2817	2990	3245
"8152"	"LOC105374152"	21	30	34	6	18	14
"8153"	"PFN2"	8947	9149	9068	7749	8035	7904
"8154"	"LOC646903"	43	53	45	41	41	69
"8155"	"TMEM183BP"	423	418	448	353	326	363
"8156"	"LOC105374153"	4	0	0	0	0	0
"8157"	"LINC01998"	0	0	0	0	0	0
"8158"	"LOC105374313"	0	0	0	0	0	0
"8159"	"LINC01213"	0	0	0	0	0	0
"8160"	"LINC01214"	0	0	0	0	0	0
"8161"	"LOC105374154"	0	0	0	0	0	0
"8162"	"LOC107986141"	0	2	0	0	2	0
"8163"	"LOC107986142"	0	2	2	0	0	0
"8164"	"TSC22D2"	670	747	735	1142	1175	1171
"8165"	"SERP1"	4868	4906	5110	4384	4659	4703
"8166"	"EIF2A"	4410	4404	4381	4031	4077	3777
"8167"	"SELENOT"	3287	3339	3116	2911	3119	3047
"8168"	"ERICH6"	12	14	23	20	11	16
"8169"	"ERICH6-AS1"	29	31	35	16	46	47
"8170"	"LOC101928105"	3	2	4	14	7	0
"8171"	"SIAH2"	612	683	780	882	826	824
"8172"	"SIAH2-AS1"	2	2	7	4	3	4
"8173"	"MINDY4B"	2	0	4	7	3	6
"8174"	"CLRN1"	0	0	0	0	0	0
"8175"	"CLRN1-AS1"	0	0	0	2	0	0
"8176"	"MED12L"	45	35	42	56	52	70
"8177"	"GPR171"	0	0	0	0	0	0
"8178"	"P2RY14"	0	0	0	0	0	0
